,title,text
5992,quick,quick action  comedy  thriller gi  soo  myeong  sik  ah  rom  members  notorious  motorcycle  gang  enjoyed  days  roaming  streets  recklessly  motorcycles  works  delivery  man  cop  pop  idol  singer  one  day  riding  back  makes  surprise  package  explodes  cellphone  rings  hears  voice  telling  another  bomb  planted  helmet  wearing  ordered  take  late  attempts  run  away  explode
5993,the ballad of johnny guitar,the ballad of johnny guitar drama lord  knows  john  god  come  home  wounded  head  got  bit  soundtrack  johnny  guitar  strangely  enough  sign  hole  day  breaks  city  strolls  sight  said  mr  monteiro  alter  ego  occasionally  goes  nicholas  ray  least  seen  together
5994,micro men,micro men drama 1979  clive  sinclair  british  inventor  pocket  calculator  frustrated  lack  home  investment  project  electric  car  also  opposes  former  assistant  chris  curry  belief  successfully  market  micro  chip  computer  parting  ways  sees  partnership  austrian  hermann  hauser  using  whizz  kid  cambridge  students  set  rival  firm  radionics  acorn  beat  lucrative  contract  supplying  bbc  machines  series  battle  supremacy  gain  upper  hand  domestic
5995,who the #$&% is jackson pollock?,who the #$&% is jackson pollock? documentary semi  truck  driver  teri  horton  bought  large  splatter  painting  friend  5  forced  sell  garage  sale  said  place  eventually  someone  commented  stating  might  original  jackson  pollock  documentary  follows  son  forensics  specialist  attempt  prove  world  specifically  art  community  true
5996,divine horsemen: the living gods of haiti,divine horsemen: the living gods of haiti documentary  horror intimate  ethnographic  study  voudoun  dances  rituals  shot  maya  deren  years  haiti  1947  1951  );  never  edited  footage  “  finished  ”  version  made  teiji  ito  cherel  ’  death
5997,very good girls,very good girls drama two  new  york  city  girls  make  pact  lose  virginity  first  summer  high  school  fall  street  artist  friends  find  connection  tested  time
5998,the climber,the climber thriller dallesandro  gives  shockingly  good  performance  gritty  hard  hitting  crime  flick  plays  hungry  young  buck  aspires  career  criminal  starts  working  warehouse  gangster  helps  relocate  illegal  contraband  ruthlessness  dependability  begins  ascend  ladder  organized  course  powerful  becomes  climbers  come  shadows  take  place
5999,trojan eddie,trojan eddie drama  romance  foreign story  eddie  small  town  ex  con  discovers  talent  selling  anything  everything  sees  way  rise  low  life  setting  bargin  murder  mahem  along
6000,traceroute,traceroute comedy  documentary artist  life  long  nerd  johannes  grenzfurthner  taking  us  personal  road  trip  west  coast  east  usa  introduce  places  people  shaped  inspired  art  politics  traceroute  wants  chase  question  ghosts  nerddom  past  present  future  exhilarating  tour  de  farce  guts  trauma  obsession  cognitive  capitalism  features  interviews  matt  winston  sandy  stone  bruce  sterling  jason  scott  christina  agapakis  trevor  paglen  ryan  finnigan  kit  stubbs  v  vale  sean  bonner  allison  cameron  josh  ellingson  maggie  mayhem  paolo  pedercini  steve  tolin  dan  wilcox  jon  lebkowsky  jan  varka  mulders  adam  flynn  abie  hadjitarkhani  kelly  poots  ...
6001,pitch perfect,pitch perfect comedy  music  romance college  student  beca  knows  want  part  clique  exactly  finds  arriving  new  school  thrust  among  mean  gals  nice  plain  weird  thing  common  well  sing  together  takes  women  group  comfort  zone  traditional  arrangements  world  amazing  harmonic  combinations  fight  top  music  competitions
6002,a handful of dust,a handful of dust romance  drama wife  affair  death  family  hasten  demise  upper  class  english  marriage  see  detritus  abandoned  camp  south  america  main  character  hallucination  story  beings  tony  brenda  last  lord  lady  live  enormous  estate  young  son  much  parties  joins  london  society  arm  penniless  man  john  beaver  hanger  club  encouraged  entrepreneurial  mother  sees  quid  become  lovers  spends  time  without  clue  bringing  things  head  tragedy  law  suits  greed  months  expedition  brazil  us  merely  handful  dust
6003,the garden of sinners: epilogue,the garden of sinners: epilogue mystery  animation march  1999  mikiya  kokutou  meets  shiki  ryougi  place  met  first  time  four  years  ago  ...
6004,salad days,salad days music  documentary salad  days  insightful  documentary  film  examines  washington  dc  punk  scene  early  1980s  decade  end  city  played  integral  part  shaping  alternative  music  explosion  1990s  impact  popular  culture  continues  today
6005,sinbad and the eye of the tiger,sinbad and the eye of the tiger action  adventure  family  fantasy  science fiction princess  farah  refuses  marry  sinbad  prince  kassim  brother  able  give  consent  however  wicked  stepmother  queen  zenobia  changed  baboon  order  son  crowned  caliph  crew  transformed  travel  distant  land  fighting  every  obstacle  places  path  seek  advice  legendary  wise  man  possibly  tell  end  spell
6006,buster e billie,buster e billie crime  drama dimwitted  sweet  high  school  girl  easy  virtue  popular  boy  share  improbable  romance
6007,poor pierrot,poor pierrot comedy  animation one  night  arlequin  come  see  lover  colombine  pierrot  knocks  door  hide  starts  singing  scares  poor  man  goes  away
6008,rage of honor,rage of honor action  thriller japanese  cop  shiro  partner  ray  bunch  drug  dealers  betrayed  insider  killed  follows  murderer  sadistic  lord  singapore
6009,"doin' it in the park: pick-up basketball, nyc","doin' it in the park: pick-up basketball, nyc documentary  history independent  documentary  directed  bobbito  garcia  kevin  couliau  film  explores  definition  history  culture  social  impact  global  influence  new  york  outdoor  summer  basketball  scene  worldwide  mecca  sport"
6010,puppet master iii toulon's revenge,puppet master iii toulon's revenge horror set  berlin  wwii  nazi  regime  attempting  develop  drug  animate  dead  order  use  war  effort  toulin  arouses  suspicion  dissident  secret  discovered  raid  home  beautiful  wife  murdered  vows  revenge  help  animated  puppets
6011,delusions of grandeur,delusions of grandeur comedy  history sallust  louis  de  funès  minister  king  spain  disingenuous  hypocritical  greedy  collects  taxes  turns  part  advantage  hated  people  oppresse  accusé  queen  beautiful  princess  bavarian  illegitimate  child  one  maids  honor  stripped  duties  ordered  retire  monastery  decided  revenge  comes  contact  nephew  seducing  caesar  ...
6012,black coffee,black coffee comedy  romance robert  picked  wrong  time  meet  soul  mate  fired  father  company  feels  like  luck  run  morgan  enters  life
6013,sparrows dance,sparrows dance drama  comedy  romance young  woman  struggling  agoraphobia  left  new  york  apartment  seen  anyone  year  however  toilet  overflows  forced  call  plumber
6014,summer villa,summer villa romance  comedy although  successful  romance  novelist  terry  russell  luck  love  life  disastrous  first  date  cocky  hot  shot  new  york  chef  matthew  everston  retreats  friend  french  villa  summer  finish  latest  novel  reluctant  teenage  daughter  tow
6015,two arabian knights,two arabian knights adventure  comedy  romance director  lewis  milestone  1927  comedy  follows  exploits  two  american  soldiers  wwi  starring  william  boyd  mary  astor  louis  wolheim
6016,don't go to the reunion,don't go to the reunion horror scott  rantzen  brady  simenson  horror  movie  loving  misfit  teased  popular  students  school  date  beautiful  erica  carpenter  stephanie  leigh  rose  backfires  feels  though  life  ruined  ten  years  later  gang  reunite  class  reunion  little  know  someone  waiting  ready  see  pay  back  revenge  old  survive  tell  tale  gore  04
6017,pets,pets drama naive  brash  sultry  teenage  runaway  bonnie  finds  lost  adrift  america  lovely  young  lass  runs  afoul  colorful  array  evil  oddballs  treat  like  object  violent  criminal  pat  makes  help  kidnap  middle  aged  dan  daubrey  domineering  lesbian  painter  geraldine  mills  wants  kept  girl  uses  model  wicked  misogynistic  rich  sicko  vincent  stackman  desires  poor  ultimate  prized  possession  menagerie  caged  female  animals  keeps  locked  basement  swanky  remote  mansion
6018,to the devil a daughter,to the devil a daughter horror american  occult  novelist  battles  save  soul  young  girl  group  satanists  led  excommunicated  priest  plan  using  representative  devil  earth
6019,"bless me, ultima","bless me, ultima drama  war village  new  mexico  life  young  farm  boy  antonio  dramatically  changed  old  medicine  woman  joins  household  affecting  coming  age  tale  recounts  experiences  reveal  spiritual  conflict  community"
6020,pot o' gold,pot o' gold music  romance jimmy  owner  failed  music  shop  goes  work  uncle  food  factory  gets  befriends  irish  family  happens  worst  enemy  love  house  band  constantly  practices  soon  finds  trying  help  getting  gigs  reconcile
6021,cameraman ganga tho rambabu,cameraman ganga tho rambabu foreign  drama film  cameraman  ganga  tho  rambabu  another  story  corrupt  indian  politics  brought  knees  single  man  case  pawan  kalyan  spotted  defusing  potential  riot  becomes  something  folk  hero  andhra  pradesh  tamannah  )   newswoman  eager  climb  corporate  ladder  decides  take  advantage  new  celebrity  bringing  investigative  reporter  sorts  tv  station  tension  suspense  love  triangle  murder  numerous  fights  songs  adds  seems  average  masala  return  form  director  puri  jagannadh
